venue_id,canonical_venue,canonical_city,canonical_country
ven_000442,MA Chidambaram Stadium,Chennai,India
ven_000443,"MA Chidambaram Stadium, Chepauk",Chennai,India
ven_000444,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India
ven_000445,Madhavrao Scindia Cricket Ground,Rajkot,India
ven_000446,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India
ven_000447,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",New Chandigarh,India
ven_000448,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",New Chandigarh,India
ven_000449,Maharani Usharaje Trust Cricket Ground,Indore,India
ven_000450,Maharashtra Cricket Association Stadium,Pune,India
ven_000451,"Maharashtra Cricket Association Stadium, Pune",Pune,India
ven_000452,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka
ven_000453,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Sri Lanka
ven_000454,Mainpower Oval,Rangiora,New Zealand
ven_000455,"Mainpower Oval, Rangiora",Rangiora,New Zealand
ven_000456,Malahide,Dublin,Ireland
ven_000457,"Malahide, Dublin",Dublin,Ireland
ven_000458,"Malek Cricket Ground, Ajman",Ajman,United Arab Emirates
ven_000459,Malkerns Country Club oval,Malkerns,Eswatini
ven_000460,Mangaung Oval,Bloemfontein,South Africa
ven_000461,"Mangaung Oval, Bloemfontein",Bloemfontein,South Africa
ven_000462,Mannofield Park,Aberdeen,Scotland
ven_000463,"Mannofield Park, Aberdeen",Aberdeen,Scotland
ven_000464,Manuka Oval,Canberra,Australia
ven_000465,"Manuka Oval, Canberra",Canberra,Australia
ven_000466,"Maple Leaf North-East Ground, King City",King City,Canada
ven_000467,Maple Leaf North-West Ground,King City,Canada
ven_000468,Maple Leaf North-West Ground,Toronto,Canada
ven_000469,"Maple Leaf North-West Ground, King City",King City,Canada
ven_000470,Maple Leaf South-West Ground,King City,Canada
ven_000471,"Mardyke, Cork",Cork,Ireland
ven_000472,"Marina Ground, Corfu",Corfu,Greece
ven_000473,Marrara Cricket Ground,Darwin,Australia
ven_000474,"Marrara Cricket Ground, Darwin",Darwin,Australia
ven_000475,"Marrara Stadium, Darwin",Darwin,Australia
ven_000476,Marsa Sports Club,Marsa,Malta
ven_000477,McLean Park,Napier,New Zealand
ven_000478,"McLean Park, Napier",Napier,New Zealand
ven_000479,"Meersen, Gent",Ghent,Belgium
ven_000480,Melbourne Cricket Ground,Melbourne,Australia
ven_000481,Mercantile Cricket Association Ground,Colombo,Sri Lanka
ven_000482,Merchant Taylors' School Ground,Northwood,England
ven_000483,"Merchant Taylors' School Ground, Northwood",Northwood,England
ven_000484,Merrion Cricket Club Ground,Dublin,Ireland
ven_000485,"Merrion Cricket Club Ground, Dublin",Dublin,Ireland
ven_000486,"Millfield School, Street",Street,England
ven_000487,"Mission Road Ground, Mong Kok",Mong Kok,Hong Kong
ven_000488,"Mission Road Ground, Mong Kok, Hong Kong",Mong Kok,Hong Kong
ven_000489,"Mitchells and Butlers' Ground, Birmingham",Birmingham,England
ven_000490,"Mladost Cricket Ground, Zagreb",Zagreb,Croatia
ven_000491,Moara Vlasiei Cricket Ground,Ilfov County,Romania
ven_000492,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania
ven_000493,Molyneux Park,Alexandra,New Zealand
ven_000494,"Molyneux Park, Alexandra",Alexandra,New Zealand
ven_000495,Mombasa Sports Club Ground,Mombasa,Kenya
ven_000496,"Moors Sports Club Ground, Colombo",Colombo,Sri Lanka
ven_000497,"Moosa Cricket Stadium, Pearland",Pearland,United States of America
ven_000498,Morodok Techo National Stadium,Phnom Penh,Cambodia
ven_000499,Moses Mabhida Stadium,Durban,South Africa
ven_000500,Motibaug Cricket Ground,Vadodara,India
ven_000501,Mulpani Cricket Ground,Kathmandu,Nepal
ven_000502,Multan Cricket Stadium,Multan,Pakistan
ven_000503,Myreside,Edinburgh,Scotland
ven_000504,"N'Du Stadium, Noumea, New Caledonia",Noumea,New Caledonia
ven_000505,Nahar Singh Stadium,Faridabad,India
ven_000506,"Nahar Singh Stadium, Faridabad",Faridabad,India
ven_000507,"Namibia Cricket Ground, Windhoek",Windhoek,Namibia
ven_000508,Narayanganj Osmani Stadium,Fatullah,Bangladesh
ven_000509,Narendra Modi Stadium,Ahmedabad,India
ven_000510,"Narendra Modi Stadium Ground 'A', Motera",Ahmedabad,India
ven_000511,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,India
ven_000512,"Nassau County International Cricket Stadium, New York",New York,United States of America
ven_000513,National Cricket Stadium,St George's,Grenada
ven_000514,"National Cricket Stadium, Grenada",St George's,Grenada
ven_000515,"National Cricket Stadium, St George's",St George's,Grenada
ven_000516,"National Cricket Stadium, St George's, Grenada",St George's,Grenada
ven_000517,"National Sports Academy, Sofia",Sofia,Bulgaria
ven_000518,National Stadium,Hamilton,Bermuda
ven_000519,National Stadium,Karachi,Pakistan
ven_000520,"National Stadium, Hamilton",Hamilton,Bermuda
ven_000521,"National Stadium, Karachi",Karachi,Pakistan
ven_000522,"Navy Ground, Welisara",Welisara,Sri Lanka
ven_000523,Nehru Stadium,,India
ven_000524,Nehru Stadium,Guwahati,India
ven_000525,Nehru Stadium,Kochi,India
ven_000526,Nehru Stadium,Pune,India
ven_000527,"Nehru Stadium, Fatorda",Margao,India
ven_000528,"Nehru Stadium, Poona",Pune,India
ven_000529,Nelson Park,Napier,New Zealand
ven_000530,"Nelson Park, Napier",Napier,New Zealand
ven_000531,Nevill Ground,Tunbridge Wells,England
ven_000532,"Nevill Ground, Tunbridge Wells",Tunbridge Wells,England
ven_000533,"New Close County Cricket Ground, Newport, Isle-of-Wight",Newport,England
ven_000534,"New County Ground, Hove, Brighton",Brighton,England
ven_000535,"New Farnley CC, Leeds",Leeds,England
ven_000536,New Strabane Park,Strabane,Northern Ireland
ven_000537,New Wanderers Stadium,Johannesburg,South Africa
ven_000538,"New Wanderers Stadium, Johannesburg",Johannesburg,South Africa
ven_000539,New Williamfield No1 Oval,Stirling,Scotland
ven_000540,Newlands,Cape Town,South Africa
ven_000541,"Newlands, Cape Town",Cape Town,South Africa
ven_000542,"Niaz Stadium, Hyderabad",Hyderabad,Pakistan
ven_000543,"Nigeria Cricket Federation Oval 1, Abuja",Abuja,Nigeria
ven_000544,"Nigeria Cricket Federation Oval 2, Abuja",Abuja,Nigeria
ven_000545,"Niranjan Shah Stadium, Rajkot",Rajkot,India
ven_000546,Nondescripts Cricket Club Ground,Colombo,Sri Lanka
ven_000547,"Nondescripts Cricket Club Ground, Colombo",Colombo,Sri Lanka
ven_000548,North Dalton Park,Wollongong,Australia
ven_000549,"North Dalton Park, Wollongong",Wollongong,Australia
ven_000550,North Marine Road Ground,Scarborough,England
ven_000551,"North Marine Road Ground, Scarborough",Scarborough,England
ven_000552,North Sydney Oval,Sydney,Australia
ven_000553,North Sydney Oval No.2,Sydney,Australia
ven_000554,"North Sydney Oval, Sydney",Sydney,Australia
ven_000555,"North West Cricket Stadium, Potchefstroom",Potchefstroom,South Africa
ven_000556,North-West University No1 Ground,Potchefstroom,South Africa
ven_000557,Nuriootpa Centennial Park,Nuriootpa,Australia
ven_000558,Oak Hill Cricket Club,Wicklow,Ireland
ven_000559,Oakham School Ground,Oakham,England
ven_000560,"Oakland Coliseum,Oakland",Oakland,United States of America
ven_000561,"Observatory Lane, Rathmines",Dublin,Ireland
ven_000562,"Observatory Lane, Rathmines, Dublin",Dublin,Ireland
ven_000563,Old Deer Park,Richmond,England
ven_000564,"Old Edwardians Cricket Club Ground, Solihull",Solihull,England
ven_000565,Old Hararians,Harare,Zimbabwe
ven_000566,Old Hararians Sports Club,Harare,Zimbabwe
ven_000567,"Old Hararians, Harare",Harare,Zimbabwe
ven_000568,Old Trafford,Manchester,England
ven_000569,"Old Trafford, Manchester",Manchester,England
ven_000570,OUTsurance Oval,Bloemfontein,South Africa
ven_000571,Ovale di Rastignano,Pianoro,Italy
ven_000572,P Sara Oval,Colombo,Sri Lanka
ven_000573,"P Sara Oval, Colombo",Colombo,Sri Lanka
ven_000574,P Saravanamuttu Stadium,Colombo,Sri Lanka
ven_000575,Pallekele International Cricket Stadium,Pallekele,Sri Lanka
ven_000576,Panadura Esplanade,Panadura,Sri Lanka
ven_000577,"Park 25 No 2, Adelaide",Adelaide,Australia
ven_000578,"Pembroke Cricket Club, Sandymount",Dublin,Ireland
ven_000579,"Pembroke Cricket Club, Sandymount, Dublin",Dublin,Ireland
ven_000580,"Penrhyn Avenue, Rhos-on-Sea, Colwyn Bay",Colwyn Bay,Wales
ven_000581,Perth Stadium,Perth,Australia
ven_000582,Peter Burge Oval,Brisbane,Australia
ven_000583,Pierre Werner Cricket Ground,Walferdange,Luxembourg
ven_000584,Pokhara Rangasala,Pokhara,Nepal
ven_000585,"Police Park Ground, Colombo",Colombo,Sri Lanka
ven_000586,Prairie View Cricket Complex,Houston,United States of America
ven_000587,Prem Tinsulanonda International School,Chiang Mai,Thailand
ven_000588,Providence Stadium,Providence,Guyana
ven_000589,"Providence Stadium, Guyana",Providence,Guyana
ven_000590,Pukekura Park,New Plymouth,New Zealand
ven_000591,"Pukekura Park, New Plymouth",New Plymouth,New Zealand
ven_000592,Punjab Cricket Association IS Bindra Stadium,Mohali,India
ven_000593,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mohali,India
ven_000594,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mohali,India
ven_000595,"Punjab Cricket Association Stadium, Mohali",Mohali,India
ven_000596,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Mohali,India
ven_000597,Queen Elizabeth II Oval,Bendigo,Australia
ven_000598,Queen's Park,,
ven_000599,Queen's Park,Chesterfield,England
ven_000600,Queen's Park,Invercargill,New Zealand
ven_000601,"Queen's Park (New), St George's, Grenada",St George's,Grenada
ven_000602,Queen's Park Oval,Port of Spain,Trinidad and Tobago
ven_000603,"Queen's Park Oval, Port of Spain",Port of Spain,Trinidad and Tobago
ven_000604,"Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,Trinidad and Tobago
ven_000605,"Queen's Park Oval, Trinidad",Port of Spain,Trinidad and Tobago
ven_000606,"Queen's Park, Chesterfield",Chesterfield,England
ven_000607,"Queen's Park, Invercargill",Invercargill,New Zealand
ven_000608,Queens Sports Club,Bulawayo,Zimbabwe
ven_000609,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe
ven_000610,Queenstown Events Centre,Queenstown,New Zealand
ven_000611,R Premadasa Stadium,Colombo,Sri Lanka
ven_000612,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka
ven_000613,R.Premadasa Stadium,Colombo,Sri Lanka
ven_000614,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka
ven_000615,"Racecourse Ground, Derby",Derby,England
ven_000616,Radlett Cricket Club,Radlett,England
ven_000617,"Radlett Cricket Club, Radlett",Radlett,England
ven_000618,Rajiv Gandhi International Stadium,Hyderabad,India
ven_000619,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
ven_000620,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India
ven_000621,Rangiri Dambulla International Stadium,Dambulla,Sri Lanka
ven_000622,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan
ven_000623,"Ray Mitchell Oval, Harrup Park, Mackay",Mackay,Australia
ven_000624,"Reforma Athletic Club, Naucalpan",Naucalpan,Mexico
ven_000625,Reliance Cricket Stadium,Vadodara,India
ven_000626,Reliance Stadium,Vadodara,India
ven_000627,Riverside Ground,Chester-le-Street,England
ven_000628,"Riverside Ground, Chester-le-Street",Chester-le-Street,England
ven_000629,"Riverway Stadium, Townsville",Townsville,Australia
ven_000630,Roma Cricket Ground,Rome,Italy
ven_000631,"Rookwood, Sale",Sale,England
ven_000632,"Roseworth Terrace, Gosforth",Gosforth,England
ven_000633,"Royal Brunswick Ground, Hove, Brighton",Brighton,England
ven_000634,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Belgium
ven_000635,Royal Chiangmai Golf Club,Chiang Mai,Thailand
ven_000636,Royal Selangor Club,Kuala Lumpur,Malaysia
ven_000637,"Royal Selangor Club, Kuala Lumpur",Kuala Lumpur,Malaysia
ven_000638,Ruaraka Sports Club Ground,Nairobi,Kenya
ven_000639,"Ruaraka Sports Club Ground, Nairobi",Nairobi,Kenya
ven_000640,Rugby School Ground,Rugby,England
ven_000641,"Sabina Park, Jamaica",Kingston,Jamaica
ven_000642,"Sabina Park, Kingston",Kingston,Jamaica
ven_000643,"Sabina Park, Kingston, Jamaica",Kingston,Jamaica
ven_000644,San Albano,Buenos Aires,Argentina
ven_000645,Sano International Cricket Ground,Sano,Japan
ven_000646,Sano International Cricket Ground 2,Sano,Japan
ven_000647,Santarem Cricket Ground,Albergaria,Portugal
ven_000648,Sao Fernando Polo and Cricket Club,Seropedica,Brazil
ven_000649,"Sao Fernando Polo and Cricket Club, Campo Sede",Seropedica,Brazil
ven_000650,"Sardar Patel (Gujarat) Stadium, Motera",Ahmedabad,India
ven_000651,Sardar Patel Stadium,Ahmedabad,India
ven_000652,"Sardar Patel Stadium, Motera",Ahmedabad,India
ven_000653,Saurashtra Cricket Association Stadium,Rajkot,India
ven_000654,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,India
ven_000655,Sawai Mansingh Stadium,Jaipur,India
ven_000656,"Sawai Mansingh Stadium, Jaipur",Jaipur,India
ven_000657,Saxton Oval,Nelson,New Zealand
ven_000658,"Saxton Oval, Nelson",Nelson,New Zealand
ven_000659,"Scott Page Field, Vinor",Prague,Czech Republic
ven_000660,Sea Breeze Oval,Hamilton,Bermuda
ven_000661,Sector 16 Stadium,Chandigarh,India
ven_000662,Sedbergh School,Sedbergh,England
ven_000663,Seddon Park,Hamilton,New Zealand
ven_000664,"Seddon Park, Hamilton",Hamilton,New Zealand
ven_000665,Sedgars Park,Potchefstroom,South Africa
ven_000666,"Sedgars Park, Potchefstroom",Potchefstroom,South Africa
ven_000667,Seebarn Cricket Centre,Seebarn,Austria
ven_000668,"Seebarn Cricket Centre, Lower Austria",Seebarn,Austria
ven_000669,Selangor Turf Club,Kuala Lumpur,Malaysia
ven_000670,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Malaysia
ven_000671,Senwes Park,Potchefstroom,South Africa
ven_000672,"Senwes Park, Potchefstroom",Potchefstroom,South Africa
ven_000673,"Severn Cricket Field, Woodley Park",Los Angeles,United States of America
ven_000674,Shaheed Chandu Stadium,Bogra,Bangladesh
ven_000675,Shaheed Veer Narayan Singh International Stadium,Raipur,India
ven_000676,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,India
ven_000677,Sharad Pawar Cricket Academy BKC,Mumbai,India
ven_000678,Sharjah Cricket Association Stadium,Sharjah,United Arab Emirates
ven_000679,Sharjah Cricket Stadium,Sharjah,United Arab Emirates
ven_000680,Sheikh Abu Naser Stadium,Khulna,Bangladesh
ven_000681,"Sheikh Abu Naser Stadium, Khulna",Khulna,Bangladesh
ven_000682,Sheikh Kamal International Cricket Stadium,Cox's Bazar,Bangladesh
ven_000683,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates
ven_000684,Sheikh Zayed Stadium Nursery 1,Abu Dhabi,United Arab Emirates
ven_000685,Sheikh Zayed Stadium Nursery 2,Abu Dhabi,United Arab Emirates
ven_000686,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates
ven_000687,Sheikhupura Stadium,Sheikhupura,Pakistan
ven_000688,Sher-e-Bangla National Cricket Stadium,Dhaka,Bangladesh
ven_000689,Shere Bangla National Stadium,Dhaka,Bangladesh
ven_000690,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh
ven_000691,"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",Gwalior,India
ven_000692,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya
ven_000693,"Simar Cricket Ground, Rome",Rome,Italy
ven_000694,"Simonds Stadium, South Geelong",Geelong,Australia
ven_000695,"Simonds Stadium, South Geelong, Victoria",Geelong,Australia
ven_000696,Singapore Cricket Club,Singapore,Singapore
ven_000697,Singapore National Cricket Ground,Singapore,Singapore
ven_000698,Sinhalese Sports Club,Colombo,Sri Lanka
ven_000699,Sinhalese Sports Club Ground,Colombo,Sri Lanka
ven_000700,"Sinhalese Sports Club Ground, Colombo",Colombo,Sri Lanka
ven_000701,"Sinovich Park, Sinoville",Pretoria,South Africa
ven_000702,Sir Paul Getty's Ground,Wormsley,England
ven_000703,"Sir Paul Getty's Ground, Wormsley",Wormsley,England
ven_000704,Sir Vivian Richards Stadium,North Sound,Antigua and Barbuda
ven_000705,"Sir Vivian Richards Stadium, Antigua",North Sound,Antigua and Barbuda
ven_000706,"Sir Vivian Richards Stadium, North Sound",North Sound,Antigua and Barbuda
ven_000707,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Antigua and Barbuda
ven_000708,Skarpnack 1,Stockholm,Sweden
ven_000709,Skarpnack 2,Stockholm,Sweden
ven_000710,Sky Stadium,Wellington,New Zealand
ven_000711,"Sky Stadium, Wellington",Wellington,New Zealand
ven_000712,"Solvangs Park, Glostrup",Copenhagen,Denmark
ven_000713,Somerset Cricket Club,Somerset Village,Bermuda
ven_000714,Sophia Gardens,Cardiff,Wales
ven_000715,"Sophia Gardens, Cardiff",Cardiff,Wales
ven_000716,Southend Club Cricket Stadium,Karachi,Pakistan
ven_000717,"Southend Club Cricket Stadium, Karachi",Karachi,Pakistan
ven_000718,Sportpark Duivesteijn,Voorburg,Netherlands
ven_000719,"Sportpark Harga, Schiedam",Schiedam,Netherlands
ven_000720,Sportpark Het Schootsveld,Deventer,Netherlands
ven_000721,Sportpark Het Schootsveld 2,Deventer,Netherlands
ven_000722,"Sportpark Het Schootsveld, Deventer",Deventer,Netherlands
ven_000723,Sportpark Maarschalkerweerd,Utrecht,Netherlands
ven_000724,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands
ven_000725,Sportpark Thurlede,Schiedam,Netherlands
ven_000726,Sportpark Westvliet,The Hague,Netherlands
ven_000727,"Sportpark Westvliet, The Hague",The Hague,Netherlands
ven_000728,"Sportpark Westvliet, Voorburg",The Hague,Netherlands
ven_000729,"Spytty Park, Newport",Newport,Wales
ven_000730,Sri Lanka Army Ordnance Corps International Cricket Stadium,Kalutara,Sri Lanka
ven_000731,Sri Ramachandra Medical College,Chennai,India
ven_000732,SSN College Ground,Chennai,India
ven_000733,St  Pauls college ground  Kalamassery,Kalamassery,India
ven_000734,"St Albans Club, Buenos Aires",Buenos Aires,Argentina
ven_000735,"St George's College Ground, Buenos Aires",Buenos Aires,Argentina
ven_000736,St George's Park,Port Elizabeth,South Africa
ven_000737,"St George's Park, Gqeberha",Gqeberha,South Africa
ven_000738,"St George's Park, Port Elizabeth",Gqeberha,South Africa
ven_000739,St Georges Quilmes,Quilmes,Argentina
ven_000740,"St Helen's, Swansea",Swansea,Wales
ven_000741,St Lawrence Ground,Canterbury,England
ven_000742,"St Lawrence Ground, Canterbury",Canterbury,England
ven_000743,St'Xavier's KCA Cricket Ground,Thiruvananthapuram,India
ven_000744,Stadium Australia,Sydney,Australia
ven_000745,"Stanley Park, Blackpool",Blackpool,England
ven_000746,Star Stile,Halstead,England
ven_000747,"Stars Arena Hofstade, Zemst",Zemst,Belgium
ven_000748,Stellenbosch University 1,Stellenbosch,South Africa
ven_000749,Stellenbosch University 2,Stellenbosch,South Africa
ven_000750,Strathfieldsaye,Bendigo,Australia
ven_000751,"Stubberudmyra Cricket Ground, Oslo",Oslo,Norway
ven_000752,Subrata Roy Sahara Stadium,Pune,India
ven_000753,Sulabiya Ground,Kuwait City,Kuwait
ven_000754,"Sunrise Sports Club, Harare",Harare,Zimbabwe
ven_000755,SuperSport Park,Centurion,South Africa
ven_000756,"SuperSport Park, Centurion",Centurion,South Africa
ven_000757,"Surrey Village, Maggona",Maggona,Sri Lanka
ven_000758,"Svanholm Park, Brondby",Brondby,Denmark
ven_000759,Sydney Cricket Ground,Sydney,Australia
ven_000760,Sydney Parade,Dublin,Ireland
ven_000761,Sydney Showground Stadium,Sydney,Australia
ven_000762,Sylhet International Cricket Stadium,Sylhet,Bangladesh
ven_000763,"Sylhet International Cricket Stadium, Academy Ground",Sylhet,Bangladesh
ven_000764,Sylhet Stadium,Sylhet,Bangladesh
ven_000765,T I Murugappa Ground,Chennai,India
ven_000766,Tack-Tec Ground,Kuwait City,Kuwait
ven_000767,Tafawa Balewa Square (TBS) Cricket Oval,Lagos,Nigeria
ven_000768,Tafawa Balewa Square Cricket Oval,Lagos,Nigeria
ven_000769,"Tafawa Balewa Square Cricket Oval, Lagos",Lagos,Nigeria
ven_000770,Takashinga Sports Club,Harare,Zimbabwe
ven_000771,"Takashinga Sports Club, Highfield, Harare",Harare,Zimbabwe
ven_000772,"Taunton Vale Sports Club Ground, Taunton",Taunton,England
ven_000773,"TCA Oval, Blantyre",Blantyre,Malawi
ven_000774,Ted Summerton Reserve,Moe,Australia
ven_000775,"Ted Summerton Reserve, Moe",Moe,Australia
ven_000776,Terdthai Cricket Ground,Bangkok,Thailand
ven_000777,"Terdthai Cricket Ground, Bangkok",Bangkok,Thailand
ven_000778,Thailand Cricket Ground,Bangkok,Thailand
ven_000779,The Cooper Associates County Ground,Taunton,England
ven_000780,"The Cooper Associates County Ground, Taunton",Taunton,England
ven_000781,"The Cricket Field, Sedbergh School",Sedbergh,England
ven_000782,"The Gnoll, Neath",Neath,Wales
ven_000783,"The Green, Comber",Comber,Northern Ireland
ven_000784,The Hills Cricket Club Ground,Dublin,Ireland
ven_000785,"The Hills, Milverton",Milverton,Ireland
ven_000786,"The John Fretwell Sporting Complex, Nettleworth",Nettleworth,England
ven_000787,"The John Fretwell Sporting Complex, Sookholme",Sookholme,England
ven_000788,The Kent County Cricket Ground,Beckenham,England
ven_000789,"The Lawn, Waringstown",Waringstown,Northern Ireland
ven_000790,The Padang,Singapore,Singapore
ven_000791,The Rose Bowl,Southampton,England
ven_000792,The Rose Bowl (Nursery),Southampton,England
ven_000793,"The Rose Bowl, Southampton",Southampton,England
ven_000794,"The Royal & Sun Alliance County Ground, Bristol",Bristol,England
ven_000795,"The Saffrons, Eastbourne",Eastbourne,England
ven_000796,"The Village, Malahide",Dublin,Ireland
ven_000797,"The Village, Malahide, Dublin",Dublin,Ireland
ven_000798,The Vineyard,Dublin,Ireland
ven_000799,"The Vineyard, Dublin",Dublin,Ireland
ven_000800,The Wanderers Stadium,Johannesburg,South Africa
ven_000801,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa
ven_000802,"Three Ws Oval, Cave Hill, Barbados",Cave Hill,Barbados
ven_000803,"Thurstan College Ground, Colombo",Colombo,Sri Lanka
ven_000804,Tikkurila Cricket Ground,Vantaa,Finland
ven_000805,Titwood,Glasgow,Scotland
ven_000806,"Titwood, Glasgow",Glasgow,Scotland
ven_000807,Tolerance Oval,Abu Dhabi,United Arab Emirates
ven_000808,"Tolerance Oval, Abu Dhabi",Abu Dhabi,United Arab Emirates
ven_000809,Tony Ireland Stadium,Townsville,Australia
ven_000810,"Tony Ireland Stadium, Townsville",Townsville,Australia
ven_000811,"Toronto Cricket, Skating and Curling Club",Toronto,Canada
ven_000812,Traeger Park,Alice Springs,Australia
ven_000813,"Traeger Park, Alice Springs",Alice Springs,Australia
ven_000814,"Trafalgar Road Ground, Southport",Southport,England
ven_000815,Trent Bridge,Nottingham,England
ven_000816,"Trent Bridge, Nottingham",Nottingham,England
ven_000817,Tribhuvan University International Cricket Ground,Kirtipur,Nepal
ven_000818,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal
ven_000819,Turf City B Cricket Ground,Singapore,Singapore
ven_000820,Udayana Cricket Ground,Bali,Indonesia
ven_000821,UKM Cricket Oval,Bandar Kinrara,Malaysia
ven_000822,UKM-YSD Cricket Oval,Bangi,Malaysia
ven_000823,"UKM-YSD Cricket Oval, Bangi",Bangi,Malaysia
ven_000824,United Cricket Club Ground,Windhoek,Namibia
ven_000825,"United Cricket Club Ground, Windhoek",Windhoek,Namibia
ven_000826,University of Dar-es-Salaam Ground,Dar-es-Salaam,Tanzania
ven_000827,University of Doha for Science and Technology,Doha,Qatar
ven_000828,University of Lagos Cricket Oval,Lagos,Nigeria
ven_000829,University of Otago Oval,Dunedin,New Zealand
ven_000830,"University of Tasmania Stadium, Launceston",Launceston,Australia
ven_000831,University Oval,Dunedin,New Zealand
ven_000832,"University Oval, Dunedin",Dunedin,New Zealand
ven_000833,"University Oval, Hobart",Hobart,Australia
ven_000834,Uxbridge Cricket Club Ground,Uxbridge,England
ven_000835,Vanuatu Cricket Ground,Port Vila,Vanuatu
ven_000836,Vanuatu Cricket Ground (Oval 2),Port Vila,Vanuatu
ven_000837,"Vassil Levski National Sports Academy, Sofia",Sofia,Bulgaria
ven_000838,VCA Ground,Nagpur,India
ven_000839,"Velden Cricket Ground, Latschach",Latschach,Austria
ven_000840,Vidarbha C.A. Ground,Nagpur,India
ven_000841,Vidarbha Cricket Association Ground,Nagpur,India
ven_000842,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India
ven_000843,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Nagpur,India
ven_000844,VRA Cricket Ground,Amstelveen,Netherlands
ven_000845,VRA Ground,Amstelveen,Netherlands
ven_000846,"VRA Ground, Amstelveen",Amstelveen,Netherlands
ven_000847,W.A.C.A. Ground,Perth,Australia
ven_000848,Wanderers,Windhoek,Namibia
ven_000849,Wanderers Cricket Ground,Windhoek,Namibia
ven_000850,"Wanderers Cricket Ground, Windhoek",Windhoek,Namibia
ven_000851,Wankhede Stadium,Mumbai,India
ven_000852,"Wankhede Stadium, Mumbai",Mumbai,India
ven_000853,"Warner Park, Basseterre",Basseterre,Saint Kitts and Nevis
ven_000854,"Warner Park, Basseterre, St Kitts",Basseterre,Saint Kitts and Nevis
ven_000855,"Warner Park, St Kitts",Basseterre,Saint Kitts and Nevis
ven_000856,Waverley Oval,Sydney,Australia
ven_000857,Welagedara Stadium,Kurunegala,Sri Lanka
ven_000858,"Welagedara Stadium, Kurunegala",Kurunegala,Sri Lanka
ven_000859,Welbeck Abbey Cricket Ground,Welbeck,England
ven_000860,"Welbeck Colliery Cricket Club Ground, Market Warsop",Market Warsop,England
ven_000861,West End Park International Cricket Stadium,Doha,Qatar
ven_000862,"West End Park International Cricket Stadium, Doha",Doha,Qatar
ven_000863,West Mersea Cricket Club,Colchester,England
ven_000864,West Park Oval,Burnie,Australia
ven_000865,Western Australia Cricket Association Ground,Perth,Australia
ven_000866,"Western Australia Cricket Association Ground, Perth",Perth,Australia
ven_000867,"Westpac Park, Hamilton",Hamilton,New Zealand
ven_000868,Westpac Stadium,Wellington,New Zealand
ven_000869,"Westpac Stadium, Wellington",Wellington,New Zealand
ven_000870,"White Hill Field, Sandys Parish",Hamilton,Bermuda
ven_000871,White Hills Oval,Bendigo,Australia
ven_000872,"Whitegate Park, Blackpool",Blackpool,England
ven_000873,Willowmoore Park,Benoni,South Africa
ven_000874,Willowmoore Park A Field,Benoni,South Africa
ven_000875,Willowmoore Park B Field,Benoni,South Africa
ven_000876,Willowmoore Park C Field,Benoni,South Africa
ven_000877,"Willowmoore Park, Benoni",Benoni,South Africa
ven_000878,"Windsor Park, Roseau",Roseau,Dominica
ven_000879,"Windsor Park, Roseau, Dominica",Roseau,Dominica
ven_000880,"Wong Cricket Field, Woodley Park",Los Angeles,United States of America
ven_000881,"Woodbridge Road, Guildford",Guildford,England
ven_000882,"Woodley Cricket Field, Los Angeles",Los Angeles,United States of America
